id,tm_r_sc,pos1_r_sc,pos2_r_sc,pos3_r_sc,pos4_r_sc,pos5_r_sc,tm_d_sc,pos1_d_sc,pos2_d_sc,pos3_d_sc,pos4_d_sc,pos5_d_sc,a_result
154,2.0,1.0,1.0,1.0,2.27272727272727,1.0,1.8,2.8,2.8,2.13333333333333,2.8,1.8,0
155,2.42857142857143,3.42857142857143,2.42857142857143,3.42857142857143,3.42857142857143,3.42857142857143,2.76923076923077,1.76923076923077,1.76923076923077,2.76923076923077,1.76923076923077,1.76923076923077,1
156,2.42857142857143,1.42857142857143,1.42857142857143,1.42857142857143,1.42857142857143,1.42857142857143,2.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,0
157,2.42857142857143,1.42857142857143,2.42857142857143,1.42857142857143,2.92857142857143,1.42857142857143,2.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,0
158,1.8,1.8,1.8,2.0,1.6,2.0,1.92307692307692,1.58974358974359,0.923076923076923,1.92307692307692,0.923076923076923,1.92307692307692,1
159,1.92307692307692,2.42307692307692,2.92307692307692,1.92307692307692,2.25641025641026,1.72307692307692,1.8,1.6,1.8,1.8,0.8,1.8,1
160,1.8,0.8,0.8,0.8,1.6,1.46666666666667,2.0,2.33333333333333,3.0,2.0,2.11111111111111,2.14285714285714,0
161,1.8,1.8,1.3,0.8,0.8,1.8,2.0,3.0,2.0,2.0,2.11111111111111,2.14285714285714,0
162,1.8,0.8,0.8,2.0,0.8,0.8,1.92307692307692,2.92307692307692,2.25641025641026,2.92307692307692,2.12307692307692,1.92307692307692,0
163,1.95238095238095,1.95238095238095,1.95238095238095,2.61904761904762,0.952380952380952,1.45238095238095,2.0,3.0,2.6,2.5,2.5,2.53846153846154,0
164,2.0,1.0,2.53846153846154,1.0,2.0,1.85714285714286,2.08474576271186,3.08474576271186,3.08474576271186,2.4180790960452,2.75141242937853,2.08474576271186,0
165,1.95238095238095,2.15238095238095,1.61904761904762,1.95238095238095,0.952380952380952,0.952380952380952,2.0,3.0,1.8,2.33333333333333,3.0,2.53846153846154,0
166,2.08474576271186,1.58474576271186,2.08474576271186,2.08474576271186,2.08474576271186,1.08474576271186,2.0,2.0,2.0,3.0,2.0,1.85714285714286,0
167,2.08474576271186,2.08474576271186,2.4180790960452,2.64030131826742,2.4180790960452,2.4180790960452,1.8,1.8,0.8,0.8,1.6,2.0,1
168,2.08474576271186,1.4180790960452,2.08474576271186,2.64030131826742,1.08474576271186,2.08474576271186,1.8,1.6,1.3,2.8,2.0,2.13333333333333,0
169,2.08474576271186,2.08474576271186,1.08474576271186,1.08474576271186,1.08474576271186,2.08474576271186,1.8,1.6,2.8,2.13333333333333,2.8,2.13333333333333,0
170,2.08474576271186,2.08474576271186,3.08474576271186,2.08474576271186,2.75141242937853,2.79903147699758,2.0,1.0,1.0,2.5,2.0,1.85714285714286,1
171,1.8,1.46666666666667,0.8,1.46666666666667,0.8,1.6,2.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,0
172,2.42857142857143,3.42857142857143,3.42857142857143,3.42857142857143,2.92857142857143,3.42857142857143,2.0,1.66666666666667,1.0,1.0,1.66666666666667,2.14285714285714,1
173,1.8,1.8,2.13333333333333,0.8,1.8,1.3,2.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,0
174,2.42857142857143,3.42857142857143,2.42857142857143,3.02857142857143,3.42857142857143,2.42857142857143,2.0,2.0,2.0,2.0,2.27272727272727,1.0,1
175,1.95238095238095,1.61904761904762,1.61904761904762,2.95238095238095,1.95238095238095,2.55238095238095,1.57142857142857,0.571428571428571,1.07142857142857,1.23809523809524,0.571428571428571,0.571428571428571,1
176,1.8,0.8,1.8,0.8,1.8,0.8,2.0,2.0,2.53846153846154,2.5,3.0,1.85714285714286,0
177,1.95238095238095,2.95238095238095,2.50793650793651,2.95238095238095,2.15238095238095,2.28571428571429,1.57142857142857,1.23809523809524,1.07142857142857,0.571428571428571,0.571428571428571,0.571428571428571,1
178,2.0,3.0,3.0,2.2,2.14285714285714,2.14285714285714,1.8,1.8,0.8,2.13333333333333,0.8,2.0,1
179,1.8,2.8,1.8,1.8,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.85714285714286,1
180,2.0,1.66666666666667,2.0,3.0,3.0,2.14285714285714,1.8,0.8,2.13333333333333,0.8,2.0,2.13333333333333,1
181,1.8,1.8,1.8,1.8,2.0,0.8,2.0,3.0,2.0,2.33333333333333,3.0,2.0,0
182,1.92307692307692,0.923076923076923,0.923076923076923,1.92307692307692,0.923076923076923,1.92307692307692,1.57142857142857,2.57142857142857,2.57142857142857,2.57142857142857,1.9047619047619,2.57142857142857,0
183,1.83720930232558,0.837209302325581,0.837209302325581,1.69435215946844,2.33720930232558,1.33720930232558,2.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,0
184,1.83720930232558,2.17054263565891,0.837209302325581,1.69435215946844,1.83720930232558,1.33720930232558,2.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,0
